img_num,label,desc
168,6,Shirt
169,0,T-shirt/top
170,1,Trouser
171,0,T-shirt/top
172,5,Sandal
173,5,Sandal
174,1,Trouser
175,7,Sneaker
176,0,T-shirt/top
177,5,Sandal
178,8,Bag
179,4,Coat
180,0,T-shirt/top
181,4,Coat
182,0,T-shirt/top
183,6,Shirt
184,6,Shirt
185,4,Coat
186,0,T-shirt/top
187,0,T-shirt/top
188,4,Coat
189,7,Sneaker
190,3,Dress
191,0,T-shirt/top
192,5,Sandal
193,8,Bag
194,4,Coat
195,1,Trouser
196,1,Trouser
197,2,Pullover
198,9,Ankle boot
199,2,Pullover
200,8,Bag
201,5,Sandal
202,0,T-shirt/top
203,6,Shirt
204,3,Dress
205,4,Coat
206,6,Shirt
207,0,T-shirt/top
208,9,Ankle boot
209,1,Trouser
210,7,Sneaker
211,3,Dress
212,8,Bag
213,5,Sandal
214,8,Bag
215,3,Dress
216,8,Bag
217,5,Sandal
218,2,Pullover
219,0,T-shirt/top
220,8,Bag
221,7,Sneaker
222,0,T-shirt/top
223,3,Dress
224,5,Sandal
225,0,T-shirt/top
226,6,Shirt
227,5,Sandal
228,2,Pullover
229,7,Sneaker
230,5,Sandal
231,2,Pullover
232,6,Shirt
233,8,Bag
234,2,Pullover
235,6,Shirt
236,8,Bag
237,0,T-shirt/top
238,4,Coat
239,4,Coat
240,4,Coat
241,4,Coat
242,4,Coat
243,1,Trouser
244,5,Sandal
245,6,Shirt
246,5,Sandal
247,3,Dress
248,3,Dress
249,7,Sneaker
250,3,Dress
251,3,Dress
252,6,Shirt
253,2,Pullover
254,8,Bag
255,4,Coat
256,6,Shirt
257,5,Sandal
258,9,Ankle boot
259,3,Dress
260,2,Pullover
261,3,Dress
262,2,Pullover
263,4,Coat
264,4,Coat
265,8,Bag
266,2,Pullover
267,5,Sandal
268,3,Dress
269,0,T-shirt/top
270,7,Sneaker
271,2,Pullover
272,0,T-shirt/top
273,2,Pullover
274,5,Sandal
275,7,Sneaker
276,2,Pullover
277,3,Dress
278,1,Trouser
279,7,Sneaker
280,6,Shirt
281,2,Pullover
282,9,Ankle boot
283,1,Trouser
284,9,Ankle boot
285,1,Trouser
286,1,Trouser
287,8,Bag
288,7,Sneaker
289,8,Bag
290,4,Coat
291,2,Pullover
292,6,Shirt
293,6,Shirt
294,7,Sneaker
295,9,Ankle boot
296,4,Coat
297,6,Shirt
298,1,Trouser
299,9,Ankle boot
300,5,Sandal
301,6,Shirt
302,0,T-shirt/top
303,5,Sandal
304,0,T-shirt/top
305,1,Trouser
306,6,Shirt
307,1,Trouser
308,1,Trouser
309,6,Shirt
310,7,Sneaker
311,4,Coat
312,4,Coat
313,8,Bag
314,6,Shirt
315,4,Coat
316,6,Shirt
317,9,Ankle boot
318,3,Dress
319,7,Sneaker
320,5,Sandal
321,0,T-shirt/top
322,8,Bag
323,3,Dress
324,4,Coat
325,0,T-shirt/top
326,3,Dress
327,3,Dress
328,2,Pullover
329,0,T-shirt/top
330,1,Trouser
331,0,T-shirt/top
332,3,Dress
333,8,Bag
334,3,Dress
335,9,Ankle boot
336,1,Trouser
337,9,Ankle boot
338,0,T-shirt/top
339,4,Coat
340,7,Sneaker
341,7,Sneaker
342,8,Bag
343,5,Sandal
344,6,Shirt
345,5,Sandal
346,6,Shirt
347,8,Bag
348,2,Pullover
349,5,Sandal
350,2,Pullover
351,3,Dress
352,1,Trouser
353,6,Shirt
354,0,T-shirt/top
355,7,Sneaker
356,8,Bag
357,7,Sneaker
358,8,Bag
359,1,Trouser
360,9,Ankle boot
361,6,Shirt
362,4,Coat
363,5,Sandal
364,7,Sneaker
365,1,Trouser
366,7,Sneaker
367,6,Shirt
368,6,Shirt
369,7,Sneaker
370,3,Dress
371,5,Sandal
372,8,Bag
373,7,Sneaker
374,3,Dress
375,3,Dress
376,9,Ankle boot
377,0,T-shirt/top
378,3,Dress
379,1,Trouser
380,6,Shirt
381,4,Coat
382,7,Sneaker
383,0,T-shirt/top
384,5,Sandal
385,1,Trouser
386,5,Sandal
387,4,Coat
388,4,Coat
389,5,Sandal
390,9,Ankle boot
391,1,Trouser
392,0,T-shirt/top
393,5,Sandal
394,8,Bag
395,3,Dress
396,4,Coat
397,4,Coat
398,2,Pullover
399,4,Coat
400,2,Pullover
401,5,Sandal
402,6,Shirt
403,7,Sneaker
404,2,Pullover
405,2,Pullover
406,5,Sandal
407,3,Dress
408,8,Bag
409,8,Bag
410,6,Shirt
411,8,Bag
412,4,Coat
413,4,Coat
414,1,Trouser
415,0,T-shirt/top
416,2,Pullover
417,7,Sneaker
418,1,Trouser
419,1,Trouser
420,8,Bag
421,8,Bag
422,2,Pullover
423,7,Sneaker
424,9,Ankle boot
425,7,Sneaker
426,4,Coat
427,1,Trouser
428,2,Pullover
429,0,T-shirt/top
430,8,Bag
431,9,Ankle boot
432,1,Trouser
433,4,Coat
434,9,Ankle boot
435,5,Sandal
436,6,Shirt
437,7,Sneaker
438,0,T-shirt/top
439,3,Dress
440,2,Pullover
441,0,T-shirt/top
442,4,Coat
443,1,Trouser
444,0,T-shirt/top
445,0,T-shirt/top
446,8,Bag
447,7,Sneaker
448,0,T-shirt/top
449,2,Pullover
450,9,Ankle boot
451,9,Ankle boot
452,1,Trouser
453,3,Dress
454,8,Bag
455,3,Dress
456,1,Trouser
457,4,Coat
458,8,Bag
459,5,Sandal
460,1,Trouser
461,8,Bag
462,2,Pullover
463,4,Coat
464,4,Coat
465,9,Ankle boot
466,5,Sandal
467,5,Sandal
468,4,Coat
469,5,Sandal
470,6,Shirt
471,3,Dress
472,7,Sneaker
473,4,Coat
474,9,Ankle boot
475,5,Sandal
476,8,Bag
477,9,Ankle boot
478,3,Dress
479,9,Ankle boot
480,6,Shirt
481,4,Coat
482,7,Sneaker
483,2,Pullover
484,2,Pullover
485,6,Shirt
486,4,Coat
487,8,Bag
488,3,Dress
489,0,T-shirt/top
490,2,Pullover
491,8,Bag
492,9,Ankle boot
493,0,T-shirt/top
494,8,Bag
495,6,Shirt
496,3,Dress
497,9,Ankle boot
498,1,Trouser
499,6,Shirt
500,3,Dress
501,2,Pullover
502,6,Shirt
503,1,Trouser
504,0,T-shirt/top
505,2,Pullover
506,6,Shirt
507,2,Pullover
508,3,Dress
509,3,Dress
510,9,Ankle boot
511,1,Trouser
512,7,Sneaker
513,9,Ankle boot
514,1,Trouser
515,1,Trouser
516,0,T-shirt/top
517,1,Trouser
518,7,Sneaker
519,0,T-shirt/top
520,8,Bag
521,5,Sandal
522,0,T-shirt/top
523,6,Shirt
524,0,T-shirt/top
525,1,Trouser
526,6,Shirt
527,6,Shirt
528,8,Bag
529,7,Sneaker
530,0,T-shirt/top
531,9,Ankle boot
532,9,Ankle boot
533,9,Ankle boot
534,7,Sneaker
535,4,Coat
536,3,Dress
537,9,Ankle boot
538,5,Sandal
539,9,Ankle boot
540,1,Trouser
541,4,Coat
542,1,Trouser
543,6,Shirt
544,2,Pullover
545,2,Pullover
546,2,Pullover
547,7,Sneaker
548,7,Sneaker
549,6,Shirt
550,3,Dress
551,7,Sneaker
552,5,Sandal
553,8,Bag
554,6,Shirt
555,4,Coat
556,8,Bag
557,4,Coat
558,7,Sneaker
559,8,Bag
560,6,Shirt
561,5,Sandal
562,9,Ankle boot
563,9,Ankle boot
564,0,T-shirt/top
565,0,T-shirt/top
566,2,Pullover
567,4,Coat
568,3,Dress
569,7,Sneaker
570,9,Ankle boot
571,3,Dress
572,1,Trouser
573,9,Ankle boot
574,2,Pullover
575,7,Sneaker
576,5,Sandal
577,5,Sandal
578,4,Coat
579,8,Bag
580,2,Pullover
581,7,Sneaker
582,8,Bag
583,1,Trouser
584,2,Pullover
585,6,Shirt
586,6,Shirt
587,8,Bag
588,1,Trouser
589,9,Ankle boot
590,6,Shirt
591,0,T-shirt/top
592,0,T-shirt/top
593,5,Sandal
594,9,Ankle boot
595,3,Dress
596,3,Dress
597,7,Sneaker
598,6,Shirt
599,1,Trouser
600,0,T-shirt/top
601,0,T-shirt/top
602,6,Shirt
603,4,Coat
604,7,Sneaker
605,5,Sandal
606,9,Ankle boot
607,7,Sneaker
608,9,Ankle boot
609,3,Dress
610,8,Bag
611,8,Bag
612,4,Coat
613,8,Bag
614,5,Sandal
615,4,Coat
616,2,Pullover
617,2,Pullover
618,7,Sneaker
619,7,Sneaker
620,5,Sandal
621,8,Bag
622,4,Coat
623,6,Shirt
624,9,Ankle boot
625,4,Coat
626,3,Dress
627,7,Sneaker
628,8,Bag
629,7,Sneaker
630,8,Bag
631,3,Dress
632,7,Sneaker
633,8,Bag
634,4,Coat
635,7,Sneaker
636,7,Sneaker
637,2,Pullover
638,2,Pullover
639,0,T-shirt/top
640,0,T-shirt/top
641,0,T-shirt/top
642,3,Dress
643,9,Ankle boot
644,1,Trouser
645,0,T-shirt/top
646,9,Ankle boot
647,8,Bag
648,4,Coat
649,3,Dress
650,9,Ankle boot
651,9,Ankle boot
652,9,Ankle boot
653,8,Bag
654,8,Bag
655,5,Sandal
656,4,Coat
657,5,Sandal
658,4,Coat
659,9,Ankle boot
660,8,Bag
661,8,Bag
662,0,T-shirt/top
663,9,Ankle boot
664,2,Pullover
665,0,T-shirt/top
666,7,Sneaker
667,3,Dress
668,7,Sneaker
669,9,Ankle boot
670,3,Dress
671,8,Bag
672,4,Coat
673,3,Dress
674,7,Sneaker
675,8,Bag
676,1,Trouser
677,4,Coat
678,0,T-shirt/top
679,7,Sneaker
680,9,Ankle boot
681,8,Bag
682,5,Sandal
683,5,Sandal
684,2,Pullover
685,1,Trouser
686,3,Dress
687,4,Coat
688,6,Shirt
689,7,Sneaker
690,7,Sneaker
691,5,Sandal
692,9,Ankle boot
693,9,Ankle boot
694,7,Sneaker
695,8,Bag
696,2,Pullover
697,7,Sneaker
698,4,Coat
699,7,Sneaker
700,0,T-shirt/top
701,3,Dress
702,5,Sandal
703,1,Trouser
704,1,Trouser
705,5,Sandal
706,5,Sandal
707,2,Pullover
708,8,Bag
709,3,Dress
710,5,Sandal
711,9,Ankle boot
712,0,T-shirt/top
713,7,Sneaker
714,3,Dress
715,0,T-shirt/top
716,0,T-shirt/top
717,7,Sneaker
718,1,Trouser
719,9,Ankle boot
720,4,Coat
721,8,Bag
722,9,Ankle boot
723,1,Trouser
724,8,Bag
725,3,Dress
726,4,Coat
727,7,Sneaker
728,7,Sneaker
729,7,Sneaker
730,1,Trouser
731,4,Coat
732,0,T-shirt/top
733,4,Coat
734,5,Sandal
735,8,Bag
736,8,Bag
737,6,Shirt
738,5,Sandal
739,7,Sneaker
740,1,Trouser
741,0,T-shirt/top
742,2,Pullover
743,4,Coat
744,9,Ankle boot
745,0,T-shirt/top
746,9,Ankle boot
747,8,Bag
748,6,Shirt
749,2,Pullover
750,8,Bag
751,1,Trouser
752,4,Coat
753,1,Trouser
754,1,Trouser
755,2,Pullover
756,3,Dress
757,3,Dress
758,8,Bag
759,9,Ankle boot
760,5,Sandal
761,1,Trouser
762,6,Shirt
763,4,Coat
764,5,Sandal
765,9,Ankle boot
766,6,Shirt
767,2,Pullover
768,8,Bag
769,8,Bag
770,7,Sneaker
771,0,T-shirt/top
772,1,Trouser
773,6,Shirt
774,5,Sandal
775,5,Sandal
776,6,Shirt
777,5,Sandal
778,4,Coat
779,6,Shirt
780,0,T-shirt/top
781,6,Shirt
782,1,Trouser
783,1,Trouser
784,5,Sandal
785,7,Sneaker
786,6,Shirt
787,5,Sandal
788,4,Coat
789,0,T-shirt/top
790,6,Shirt
791,0,T-shirt/top
792,7,Sneaker
793,2,Pullover
794,8,Bag
795,9,Ankle boot
796,1,Trouser
797,6,Shirt
798,7,Sneaker
799,1,Trouser
800,9,Ankle boot
801,8,Bag
802,3,Dress
803,5,Sandal
804,7,Sneaker
805,1,Trouser
806,1,Trouser
807,9,Ankle boot
808,0,T-shirt/top
809,6,Shirt
810,4,Coat
811,8,Bag
812,0,T-shirt/top
813,9,Ankle boot
814,5,Sandal
815,0,T-shirt/top
816,0,T-shirt/top
817,1,Trouser
818,8,Bag
819,7,Sneaker
820,6,Shirt
821,7,Sneaker
822,9,Ankle boot
823,0,T-shirt/top
824,3,Dress
825,0,T-shirt/top
826,1,Trouser
827,3,Dress
828,8,Bag
829,0,T-shirt/top
830,0,T-shirt/top
831,1,Trouser
832,7,Sneaker
833,4,Coat
834,7,Sneaker
835,3,Dress
836,7,Sneaker
837,0,T-shirt/top
838,6,Shirt
839,0,T-shirt/top
840,2,Pullover
841,3,Dress
842,4,Coat
843,5,Sandal
844,9,Ankle boot
845,5,Sandal
846,2,Pullover
847,8,Bag
848,7,Sneaker
849,0,T-shirt/top
850,1,Trouser
851,4,Coat
852,1,Trouser
853,8,Bag
854,3,Dress
855,2,Pullover
856,7,Sneaker
857,5,Sandal
858,0,T-shirt/top
859,9,Ankle boot
860,6,Shirt
861,6,Shirt
862,9,Ankle boot
863,3,Dress
864,1,Trouser
865,1,Trouser
866,9,Ankle boot
867,9,Ankle boot
868,3,Dress
869,9,Ankle boot
870,7,Sneaker
871,3,Dress
872,1,Trouser
873,9,Ankle boot
874,1,Trouser
875,6,Shirt
876,3,Dress
877,0,T-shirt/top
878,4,Coat
879,8,Bag
880,0,T-shirt/top
881,6,Shirt
882,6,Shirt
883,2,Pullover
884,9,Ankle boot
885,1,Trouser
886,9,Ankle boot
887,8,Bag
888,3,Dress
889,4,Coat
890,7,Sneaker
891,2,Pullover
892,0,T-shirt/top
893,0,T-shirt/top
894,8,Bag
895,6,Shirt
896,9,Ankle boot
897,1,Trouser
898,2,Pullover
899,5,Sandal
900,2,Pullover
901,8,Bag
902,5,Sandal
903,6,Shirt
904,7,Sneaker
905,0,T-shirt/top
906,6,Shirt
907,8,Bag
908,7,Sneaker
909,1,Trouser
910,0,T-shirt/top
911,3,Dress
912,4,Coat
913,7,Sneaker
914,5,Sandal
915,2,Pullover
916,5,Sandal
917,1,Trouser
918,1,Trouser
919,5,Sandal
920,7,Sneaker
921,5,Sandal
922,1,Trouser
923,4,Coat
924,9,Ankle boot
925,6,Shirt
926,7,Sneaker
927,5,Sandal
928,7,Sneaker
929,3,Dress
930,8,Bag
931,2,Pullover
932,9,Ankle boot
933,4,Coat
934,2,Pullover
935,5,Sandal
936,5,Sandal
937,7,Sneaker
938,4,Coat
939,2,Pullover
940,6,Shirt
941,9,Ankle boot
942,0,T-shirt/top
943,5,Sandal
944,3,Dress
945,6,Shirt
946,9,Ankle boot
947,5,Sandal
948,3,Dress
949,6,Shirt
950,0,T-shirt/top
951,3,Dress
952,5,Sandal
953,7,Sneaker
954,1,Trouser
955,2,Pullover
956,5,Sandal
957,7,Sneaker
958,8,Bag
959,1,Trouser
960,6,Shirt
961,3,Dress
962,9,Ankle boot
963,7,Sneaker
964,7,Sneaker
965,0,T-shirt/top
966,4,Coat
967,0,T-shirt/top
968,8,Bag
969,7,Sneaker
970,6,Shirt
971,9,Ankle boot
972,0,T-shirt/top
973,2,Pullover
974,7,Sneaker
975,6,Shirt
976,0,T-shirt/top
977,4,Coat
978,7,Sneaker
979,4,Coat
980,1,Trouser
981,2,Pullover
982,6,Shirt
983,7,Sneaker
984,8,Bag
985,2,Pullover
986,5,Sandal
987,6,Shirt
988,0,T-shirt/top
989,2,Pullover
990,9,Ankle boot
991,8,Bag
992,5,Sandal
993,4,Coat
994,5,Sandal
995,7,Sneaker
996,3,Dress
997,3,Dress
998,9,Ankle boot
999,8,Bag
1000,1,Trouser
1001,2,Pullover
1002,2,Pullover
1003,6,Shirt
1004,1,Trouser
1005,0,T-shirt/top
1006,5,Sandal
1007,5,Sandal
1008,9,Ankle boot
1009,6,Shirt
1010,8,Bag
1011,3,Dress
1012,5,Sandal
1013,0,T-shirt/top
1014,6,Shirt
1015,8,Bag
1016,1,Trouser
1017,1,Trouser
1018,9,Ankle boot
1019,1,Trouser
1020,1,Trouser
1021,4,Coat
1022,2,Pullover
1023,7,Sneaker
1024,1,Trouser
1025,5,Sandal
1026,3,Dress
1027,4,Coat
1028,9,Ankle boot
1029,7,Sneaker
1030,8,Bag
1031,0,T-shirt/top
1032,4,Coat
1033,8,Bag
1034,9,Ankle boot
1035,1,Trouser
1036,9,Ankle boot
1037,3,Dress
1038,3,Dress
1039,3,Dress
1040,9,Ankle boot
1041,0,T-shirt/top
1042,9,Ankle boot
1043,1,Trouser
1044,2,Pullover
1045,5,Sandal
1046,4,Coat
1047,2,Pullover
1048,8,Bag
1049,3,Dress
1050,8,Bag
1051,9,Ankle boot
1052,1,Trouser
1053,3,Dress
1054,2,Pullover
1055,7,Sneaker
1056,0,T-shirt/top
1057,4,Coat
1058,5,Sandal
1059,8,Bag
1060,9,Ankle boot
1061,2,Pullover
1062,9,Ankle boot
1063,3,Dress
1064,3,Dress
1065,8,Bag
1066,1,Trouser
1067,7,Sneaker
1068,2,Pullover
1069,7,Sneaker
1070,2,Pullover
1071,0,T-shirt/top
1072,2,Pullover
1073,0,T-shirt/top
1074,6,Shirt
1075,7,Sneaker
1076,5,Sandal
1077,3,Dress
1078,6,Shirt
1079,9,Ankle boot
1080,1,Trouser
1081,2,Pullover
1082,5,Sandal
1083,8,Bag
1084,0,T-shirt/top
1085,5,Sandal
1086,9,Ankle boot
1087,6,Shirt
1088,9,Ankle boot
1089,9,Ankle boot
1090,4,Coat
1091,6,Shirt
1092,6,Shirt
1093,3,Dress
1094,9,Ankle boot
1095,8,Bag
1096,6,Shirt
1097,1,Trouser
1098,0,T-shirt/top
1099,4,Coat
1100,2,Pullover
1101,6,Shirt
1102,1,Trouser
1103,0,T-shirt/top
1104,0,T-shirt/top
1105,7,Sneaker
1106,7,Sneaker
1107,2,Pullover
1108,3,Dress
1109,2,Pullover
1110,0,T-shirt/top
1111,5,Sandal
1112,6,Shirt
1113,4,Coat
1114,9,Ankle boot
1115,3,Dress
1116,6,Shirt
1117,8,Bag
1118,8,Bag
1119,6,Shirt
1120,3,Dress
1121,8,Bag
1122,2,Pullover
1123,7,Sneaker
1124,2,Pullover
1125,4,Coat
1126,7,Sneaker
1127,9,Ankle boot
1128,2,Pullover
1129,3,Dress
1130,3,Dress
1131,9,Ankle boot
1132,1,Trouser
1133,6,Shirt
1134,3,Dress
1135,8,Bag
1136,7,Sneaker
1137,2,Pullover
1138,7,Sneaker
1139,1,Trouser
1140,4,Coat
1141,1,Trouser
1142,6,Shirt
1143,2,Pullover
1144,6,Shirt
1145,8,Bag
1146,1,Trouser
1147,6,Shirt
1148,5,Sandal
1149,9,Ankle boot
1150,3,Dress
1151,7,Sneaker
1152,4,Coat
1153,5,Sandal
1154,5,Sandal
1155,0,T-shirt/top
1156,6,Shirt
1157,3,Dress
1158,0,T-shirt/top
1159,8,Bag
1160,4,Coat
1161,1,Trouser
1162,9,Ankle boot
1163,9,Ankle boot
1164,7,Sneaker
1165,6,Shirt
1166,8,Bag
1167,1,Trouser
1168,7,Sneaker
1169,0,T-shirt/top
1170,0,T-shirt/top
1171,1,Trouser
1172,6,Shirt
1173,9,Ankle boot
1174,2,Pullover
1175,4,Coat
1176,2,Pullover
1177,4,Coat
1178,2,Pullover
1179,7,Sneaker
1180,5,Sandal
1181,3,Dress
1182,6,Shirt
1183,8,Bag
1184,4,Coat
1185,9,Ankle boot
1186,7,Sneaker
1187,5,Sandal
1188,2,Pullover
1189,8,Bag
1190,3,Dress
1191,5,Sandal
1192,1,Trouser
1193,4,Coat
1194,3,Dress
1195,7,Sneaker
1196,7,Sneaker
1197,2,Pullover
1198,1,Trouser
1199,1,Trouser
1200,6,Shirt
1201,8,Bag
1202,0,T-shirt/top
1203,1,Trouser
1204,7,Sneaker
1205,9,Ankle boot
1206,2,Pullover
1207,4,Coat
1208,5,Sandal
1209,7,Sneaker
1210,2,Pullover
1211,1,Trouser
1212,7,Sneaker
1213,7,Sneaker
1214,2,Pullover
1215,2,Pullover
1216,6,Shirt
1217,5,Sandal
1218,0,T-shirt/top
1219,8,Bag
1220,7,Sneaker
1221,8,Bag
1222,5,Sandal
1223,5,Sandal
1224,7,Sneaker
1225,1,Trouser
1226,3,Dress
1227,5,Sandal
1228,0,T-shirt/top
1229,2,Pullover
1230,2,Pullover
1231,8,Bag
1232,9,Ankle boot
1233,6,Shirt
1234,8,Bag
1235,5,Sandal
1236,6,Shirt
1237,9,Ankle boot
1238,5,Sandal
1239,7,Sneaker
1240,7,Sneaker
1241,9,Ankle boot
1242,4,Coat
1243,1,Trouser
1244,2,Pullover
1245,2,Pullover
1246,4,Coat
1247,7,Sneaker
1248,8,Bag
1249,3,Dress
1250,5,Sandal
1251,6,Shirt
1252,2,Pullover
1253,6,Shirt
1254,0,T-shirt/top
1255,9,Ankle boot
1256,9,Ankle boot
1257,2,Pullover
1258,9,Ankle boot
1259,5,Sandal
1260,2,Pullover
1261,2,Pullover
1262,4,Coat
1263,2,Pullover
1264,0,T-shirt/top
1265,7,Sneaker
1266,6,Shirt
1267,2,Pullover
1268,4,Coat
1269,5,Sandal
1270,3,Dress
1271,4,Coat
1272,4,Coat
1273,4,Coat
1274,1,Trouser
1275,2,Pullover
1276,1,Trouser
1277,6,Shirt
1278,8,Bag
1279,2,Pullover
1280,3,Dress
1281,5,Sandal
1282,7,Sneaker
1283,4,Coat
1284,3,Dress
1285,5,Sandal
1286,1,Trouser
1287,6,Shirt
1288,0,T-shirt/top
1289,5,Sandal
1290,3,Dress
1291,3,Dress
1292,2,Pullover
1293,4,Coat
1294,9,Ankle boot
1295,1,Trouser
1296,8,Bag
1297,7,Sneaker
1298,5,Sandal
1299,9,Ankle boot
1300,4,Coat
1301,0,T-shirt/top
1302,7,Sneaker
1303,0,T-shirt/top
1304,3,Dress
1305,9,Ankle boot
1306,2,Pullover
1307,5,Sandal
1308,0,T-shirt/top
1309,7,Sneaker
1310,5,Sandal
1311,0,T-shirt/top
1312,4,Coat
1313,5,Sandal
1314,5,Sandal
1315,3,Dress
1316,4,Coat
1317,8,Bag
1318,4,Coat
1319,2,Pullover
1320,4,Coat
1321,9,Ankle boot
1322,1,Trouser
1323,8,Bag
1324,4,Coat
1325,0,T-shirt/top
1326,3,Dress
1327,0,T-shirt/top
1328,4,Coat
1329,0,T-shirt/top
1330,4,Coat
1331,9,Ankle boot
1332,1,Trouser
1333,8,Bag
1334,8,Bag
1335,1,Trouser
1336,9,Ankle boot
1337,5,Sandal
1338,4,Coat
1339,5,Sandal
1340,4,Coat
1341,9,Ankle boot
1342,4,Coat
1343,6,Shirt
1344,5,Sandal
1345,2,Pullover
1346,6,Shirt
1347,5,Sandal
1348,1,Trouser
1349,7,Sneaker
1350,6,Shirt
1351,8,Bag
1352,3,Dress
1353,6,Shirt
1354,6,Shirt
1355,4,Coat
1356,3,Dress
1357,8,Bag
1358,2,Pullover
1359,5,Sandal
1360,8,Bag
1361,3,Dress
1362,5,Sandal
1363,4,Coat
1364,1,Trouser
1365,1,Trouser
1366,6,Shirt
1367,3,Dress
1368,5,Sandal
1369,3,Dress
1370,9,Ankle boot
1371,2,Pullover
1372,2,Pullover
1373,6,Shirt
1374,8,Bag
1375,6,Shirt
1376,8,Bag
1377,8,Bag
1378,3,Dress
1379,2,Pullover
1380,2,Pullover
1381,8,Bag
1382,8,Bag
1383,7,Sneaker
1384,4,Coat
1385,9,Ankle boot
1386,2,Pullover
1387,1,Trouser
1388,6,Shirt
1389,2,Pullover
1390,0,T-shirt/top
1391,6,Shirt
1392,7,Sneaker
1393,2,Pullover
1394,1,Trouser
1395,4,Coat
1396,0,T-shirt/top
1397,1,Trouser
1398,3,Dress
1399,1,Trouser
1400,3,Dress
1401,8,Bag
1402,7,Sneaker
1403,5,Sandal
1404,2,Pullover
1405,4,Coat
1406,3,Dress
1407,5,Sandal
1408,4,Coat
1409,2,Pullover
1410,0,T-shirt/top
1411,7,Sneaker
1412,1,Trouser
1413,8,Bag
1414,7,Sneaker
1415,6,Shirt
1416,9,Ankle boot
1417,9,Ankle boot
1418,6,Shirt
1419,6,Shirt
1420,0,T-shirt/top
1421,4,Coat
1422,7,Sneaker
1423,4,Coat
1424,0,T-shirt/top
1425,4,Coat
1426,5,Sandal
1427,5,Sandal
1428,2,Pullover
1429,5,Sandal
1430,0,T-shirt/top
1431,5,Sandal
1432,4,Coat
1433,2,Pullover
1434,5,Sandal
1435,3,Dress
1436,8,Bag
1437,7,Sneaker
1438,6,Shirt
1439,5,Sandal
1440,2,Pullover
1441,7,Sneaker
1442,2,Pullover
1443,5,Sandal
1444,9,Ankle boot
1445,3,Dress
1446,7,Sneaker
1447,7,Sneaker
1448,1,Trouser
1449,3,Dress
1450,3,Dress
1451,7,Sneaker
1452,2,Pullover
